osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,edge_id,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium
1445317003,secondary,,Kohlenstraße,True,False,21.217941303663068,50.0,1.527691773863741,50,L 144,"LINESTRING (6.6832637 49.7518482, 6.6832839 49.7518392, 6.6833054 49.7518315, 6.683328 49.7518251, 6.6833515 49.7518203, 6.6833755 49.7518169, 6.6834 49.7518151, 6.6834246 49.7518149, 6.6834491 49.7518162, 6.6834733 49.751819, 6.683497 49.7518234, 6.6835199 49.7518292, 6.6835418 49.7518365)",3,,roundabout,,,1445317003,,,,,False,,,,,False
"[512869161, 512869162, 22957500, 512869164]",secondary,"['4', '3']",Kohlenstraße,False,False,103.09492644102616,48.05084745762712,7.723937346057832,,L 144,"LINESTRING (6.6841104 49.7516616, 6.6841655 49.7516287, 6.6842789 49.7515467, 6.6843787 49.7514609, 6.684607 49.7512643, 6.6847061 49.7511791, 6.684836 49.7510592, 6.6849827 49.750927)",,,,,,"[512869161, 512869162, 22957500, 512869164]",,,,,False,,,,,False
388705583,secondary,1,Kohlenstraße,True,False,46.4707219838399,50.0,3.345891982836473,50,L 144,"LINESTRING (6.6841104 49.7516616, 6.6839764 49.7517782, 6.6837763 49.7518648, 6.68374 49.7518796, 6.6837242 49.7518878, 6.6837085 49.7518969, 6.6836997 49.7519038, 6.6836867 49.7519173, 6.6836753 49.7519331, 6.6836644 49.7519522)",2.5,,,,,388705583,,,,,False,,,,,False
343291760,secondary,2,Kohlenstraße,False,False,16.081729301539102,50.0,1.1578845097108155,50,L 144,"LINESTRING (6.6916461 49.7444947, 6.6917494 49.7443664)",,,,,,343291760,,,,,False,,,,,False
"[146782328, 48289916, 6073583]",secondary,"['2', '3']",Kohlenstraße,False,True,182.282748979926,50.0,13.124357926554673,50,L 144,"LINESTRING (6.6916461 49.7444947, 6.6915746 49.7445846, 6.6911701 49.7450545, 6.6911158 49.7451082, 6.6909562 49.7452622, 6.6907364 49.7454764, 6.6904569 49.7457491, 6.6903143 49.7458883)",,yes,,,,"[146782328, 48289916, 6073583]",,,,,False,,,,,False
1445230828,unclassified,,,True,False,23.819824893095458,47.53488372093023,1.8039671690074253,,,"LINESTRING (6.6916461 49.7444947, 6.6916045 49.7444007, 6.6915341 49.7443323, 6.6915065 49.744303)",,,,,,1445230828,,,,,False,,,,,False
25858239,residential,,Olewiger Straße,True,False,103.23704277905644,30.0,12.388445133486773,30,,"LINESTRING (6.6699835 49.7417093, 6.6698917 49.7416913, 6.669813 49.7416867, 6.6697729 49.7416797, 6.6697301 49.7416751, 6.6696419 49.7416741, 6.6695261 49.7416789, 6.6694682 49.7416864, 6.6694014 49.7416977, 6.6692805 49.7417218, 6.6692329 49.7417321, 6.6692328 49.741733, 6.6692084 49.7417365, 6.6691659 49.7417391, 6.6691473 49.7417384, 6.6691252 49.7417388, 6.6690962 49.741743, 6.6689461 49.7417783, 6.6687878 49.7418155, 6.6686246 49.7418516, 6.6685981 49.7418564)",,,,,,25858239,,,,,False,,,,,False
"[462709996, 462709998]",secondary,3,Hunsrückstraße,False,True,164.60428722768665,50.0,11.85150868039344,50,L 143,"LINESTRING (6.6699835 49.7417093, 6.6700108 49.741686, 6.6701111 49.7416103, 6.6701457 49.7415863, 6.6701918 49.7415601, 6.6702812 49.7415172, 6.6703799 49.7414768, 6.6704608 49.7414476, 6.6705479 49.7414166, 6.6712334 49.7412238, 6.6714742 49.741159, 6.6715315 49.7411437, 6.671586 49.7411308, 6.6716385 49.7411189, 6.6717044 49.7411045, 6.6717782 49.7410904, 6.6718415 49.7410797, 6.6719124 49.7410697, 6.671958 49.7410644, 6.6720011 49.7410593)",,,,,,"[462709996, 462709998]",,,,,False,,,,,False
549173937,secondary,2,Riesling-Weinstraße,False,False,85.10788546495967,50.0,6.127767753477096,50,L 143,"LINESTRING (6.6699835 49.7417093, 6.669943 49.7417133, 6.6699086 49.7417219, 6.6697933 49.7418427, 6.6696676 49.7419931, 6.6694038 49.7423574)",,,,,,549173937,,,,,False,,,,,False
1341778571,secondary,2,Riesling-Weinstraße,False,True,84.38118374397095,50.0,6.075445229565909,50,L 143,"LINESTRING (6.6699835 49.7417093, 6.669994 49.741732, 6.6699922 49.7417511, 6.6698821 49.7418712, 6.6698601 49.7418954, 6.6697699 49.7420003, 6.6695757 49.7421906, 6.6694038 49.7423574)",,,,,,1341778571,,,,,False,,,,,False
384339892,secondary,2,Nordallee,True,False,22.783598065897,50.0,1.6404190607445839,50,,"LINESTRING (6.642082 49.7606792, 6.6423498 49.7605694)",,,,,,384339892,,,,,False,,,,,False
10655442,secondary,3,Nordallee,False,False,59.34040383952934,50.0,4.272509076446112,50,,"LINESTRING (6.642082 49.7606792, 6.6419115 49.7607314, 6.6415915 49.7608295, 6.6413335 49.760905)",,,,,,10655442,,,,,False,,,,,False
5583917,secondary,2,Lindenstraße,True,False,13.871263495070458,48.05084745762712,1.0392438682021041,,,"LINESTRING (6.6379458 49.7616149, 6.6378827 49.7617328)",,,,,,5583917,,,,,False,medium,0.01,100.0,,True
286085869,secondary,2,Nordallee,True,False,25.074806963592604,50.0,1.8053861013786676,50,,"LINESTRING (6.6379458 49.7616149, 6.638071 49.7616135, 6.6382944 49.7616041)",,,,,,286085869,,,,,False,medium,0.01,100.0,,True
"[315143431, 548574319]",secondary,"['4', '2']",Lindenstraße,True,False,139.51821602535475,50.0,10.045311553825542,50,,"LINESTRING (6.6368609 49.7626325, 6.6364649 49.7629591, 6.6360769 49.7632289, 6.6358278 49.7634021, 6.6357989 49.7634266, 6.6356162 49.7635935)",,,,,,"[315143431, 548574319]",,,,,False,medium,0.01,100.0,,True
5583927,primary,4,Georg-Schmitt-Platz,True,False,42.34903192699538,50.0,3.0491302987436675,50,B 49,"LINESTRING (6.6350366 49.7638269, 6.6347222 49.7637586, 6.6344802 49.763701)",,,,,,5583927,,,,,False,medium,0.01,100.0,,True
19801430,unclassified,2,Castelforte-Straße,True,False,12.446080296033006,50.0,0.8961177813143766,50,,"LINESTRING (6.6591772 49.7721814, 6.6592179 49.7720726)",,,,,,19801430,,,,,False,medium,0.01,100.0,,True
"[5583919, 339550968, 313972820, 313972823, 313972824, 339550971]",primary,"['2', '3']",Zurmaiener Straße,True,False,373.56979687083964,50.0,26.897025374700455,50,B 49,"LINESTRING (6.6591772 49.7721814, 6.6589411 49.7721377, 6.6587656 49.7721052, 6.6583189 49.7720171, 6.6577786 49.7719275, 6.6573198 49.7718475, 6.6569103 49.7717854, 6.6566843 49.7717486, 6.6565764 49.771731, 6.656364 49.7716964, 6.6562662 49.7716813, 6.6561292 49.7716608, 6.6550539 49.7714801, 6.6542893 49.7713599, 6.6542179 49.7713487, 6.6541436 49.7713359)",,,,,,"[5583919, 339550968, 313972820, 313972823, 313972824, 339550971]",,,,,False,medium,0.01,100.0,,True
"[313972816, 44841738]",primary,3,Zurmaiener Straße,True,False,261.20559430203116,50.0,18.806802789746246,50,B 49,"LINESTRING (6.6628426 49.772686, 6.6623274 49.7726398, 6.6619011 49.7725829, 6.6612762 49.7724964, 6.6606816 49.772416, 6.6600417 49.7723153, 6.6594523 49.772225, 6.6594125 49.7722188, 6.6592858 49.7722001)",,,,,,"[313972816, 44841738]",,,,,False,medium,0.01,100.0,,True
1041512477,residential,,Robert-Schuman-Allee,True,False,38.994884499536404,50.0,2.8076316839666213,50,,"LINESTRING (6.6777891 49.7497547, 6.677765 49.7497824, 6.6777325 49.7498062, 6.6776223 49.7498529, 6.6774981 49.7499107, 6.6773628 49.7499654)",,,,,,1041512477,,,,,False,,,,,False
"[33275446, 1041512478]",residential,"['2', '3']",Robert-Schuman-Allee,False,False,314.1244571058076,50.0,22.61696091161815,50,,"LINESTRING (6.6777891 49.7497547, 6.6778656 49.7497348, 6.6779072 49.7497261, 6.6779474 49.7497174, 6.6780105 49.7497073, 6.6780866 49.7496988, 6.6781668 49.7496938, 6.6782469 49.7496919, 6.6783443 49.7496955, 6.6784074 49.7497018, 6.6784677 49.74971, 6.6785247 49.7497178, 6.6785857 49.74973, 6.6786541 49.7497464, 6.6787091 49.7497607, 6.6787696 49.7497797, 6.678802 49.7497915, 6.6788335 49.7498046, 6.6789284 49.7498483, 6.6790267 49.7498951, 6.6792291 49.7499964, 6.6793217 49.7500431, 6.6795578 49.750159, 6.6798141 49.7502849, 6.679881 49.7503175, 6.680304 49.7505235, 6.6812264 49.7509808, 6.6814394 49.7510928)",,,,,,"[33275446, 1041512478]",,,,,False,,,,,False
43946600,residential,3,Robert-Schuman-Allee,False,False,8.599418002411031,50.0,0.6191580961735943,50,,"LINESTRING (6.6770944 49.7504108, 6.6771321 49.7503374)",,,,,,43946600,,,,,False,,,,,False
6073399,residential,2,Behringstraße,True,False,31.60709401474844,50.0,2.275710769061888,50,,"LINESTRING (6.6770944 49.7504108, 6.6770316 49.7504159, 6.6767924 49.7504202, 6.6766552 49.7504243)",,,,,,6073399,,,,,False,,,,,False
1041512475,residential,,Robert-Schuman-Allee,True,False,52.93241042796703,50.0,3.811133550813626,50,,"LINESTRING (6.6770944 49.7504108, 6.6771099 49.7504639, 6.6771031 49.7505388, 6.6770765 49.7506171, 6.6770544 49.750677, 6.6770295 49.7507504, 6.6769451 49.7508685)",3,,,,,1041512475,,,,,False,,,,,False
44199771,residential,2,Behringstraße,False,False,9.762307368194929,50.0,0.7028861305100349,50,,"LINESTRING (6.6766552 49.7504243, 6.6766489 49.7503366)",,,,,,44199771,,,,,False,,,,,False
"[43950568, 823710349]",residential,2,Behringstraße,False,False,81.70149355395523,50.0,5.882507535884777,50,,"LINESTRING (6.6766552 49.7504243, 6.6766525 49.7505561, 6.6766425 49.7506817, 6.6766377 49.7507252, 6.6766216 49.7508237, 6.6766032 49.750925, 6.6765795 49.7510049, 6.6765672 49.7510443, 6.6765499 49.7510825, 6.6765184 49.7511079, 6.6764798 49.7511374)",,,,,,"[43950568, 823710349]",,,,,False,,,,,False
"[30882836, 9875078]",primary_link,1,,True,False,241.3228157809505,50.0,17.375242736228437,50,,"LINESTRING (6.6284621 49.7408459, 6.6284001 49.7405989, 6.6283914 49.7397889, 6.6283853 49.739523, 6.6283688 49.7394821, 6.6283423 49.7394407, 6.6283047 49.739411, 6.6282421 49.7393737, 6.6282025 49.7393629, 6.6281569 49.7393536, 6.6280724 49.7393505, 6.6279758 49.7393497, 6.6275936 49.7393503, 6.6274173 49.7393468, 6.6273083 49.7393367, 6.6272238 49.739326)",,yes,,,,"[30882836, 9875078]",high,0.1,10.0,,True,medium,0.01,100.0,,True
"[356468080, 13883009, 793427598]",primary,"['2', '3']",Pacelliufer,True,False,247.8354489589342,50.0,17.844152325043265,50,B 49,"LINESTRING (6.6284621 49.7408459, 6.6285009 49.7404361, 6.628521 49.7398892, 6.6285064 49.7393915, 6.6284971 49.7390772, 6.6284687 49.7386185)",,,,,,"[356468080, 13883009, 793427598]",high,0.1,10.0,,True,medium,0.01,100.0,,True
19796614,secondary,2,Matthiasstraße,False,True,9.493719611376832,50.0,0.683547812019132,50,,"LINESTRING (6.6313235 49.7391184, 6.631263 49.7390425)",,,,,,19796614,,,,,False,,,,,False
8069805,primary,2,,True,False,25.801152616073125,50.0,1.857682988357265,50,,"LINESTRING (6.6313235 49.7391184, 6.6312464 49.7391249, 6.6309684 49.7391526)",,,,,,8069805,,,,,False,,,,,False
29346886,secondary,2,Matthiasstraße,False,False,27.351961018468554,30.0,3.2822353222162266,30,,"LINESTRING (6.6313235 49.7391184, 6.6313713 49.739173, 6.6313966 49.7392026, 6.6315182 49.7393297)",,,,,,29346886,,,,,False,,,,,False
"[1004246096, 8069945, 8069947, 308038758]",unclassified,"['2', '3']",Römerbrücke,False,"[False, True]",226.3497753663758,50.0,16.29718382637906,50,,"LINESTRING (6.628103 49.7518103, 6.6279926 49.7518118, 6.6279113 49.751813, 6.6278881 49.7518142, 6.6265904 49.7518831, 6.6251388 49.7519601, 6.6249648 49.7519812)",,viaduct,,,,"[1004246096, 8069945, 8069947, 308038758]",high,0.1,10.0,,True,medium,0.01,100.0,,True
44129029,primary,4,Johanniterufer,True,False,63.178405866430595,50.0,4.548845222383004,50,B 49,"LINESTRING (6.628103 49.7518103, 6.6280861 49.7517414, 6.6280987 49.7516352, 6.628117 49.7515502, 6.6281335 49.7514191, 6.6281365 49.7513405, 6.6281402 49.7512446)",,,,,,44129029,,,,,False,,,,,False
315141225,primary,2,Georg-Schmitt-Platz,True,False,47.38839203746046,50.0,3.4119642266971533,50,B 49,"LINESTRING (6.6344802 49.763701, 6.6342801 49.7636335, 6.6340773 49.7635538, 6.6340166 49.7635272, 6.6339294 49.7634709)",,,,,,315141225,,,,,False,medium,0.01,100.0,,True
"[319398250, 484948062, 154683398]",primary,2,Kaiser-Wilhelm-Brücke,True,False,52.23780143979551,50.0,3.7611217036652773,50,,"LINESTRING (6.6344802 49.763701, 6.6342487 49.7636729, 6.6342111 49.7636678, 6.6340017 49.7636392, 6.6339672 49.7636353, 6.6339112 49.7636302, 6.6338346 49.7636288, 6.6337653 49.763639)",,yes,,,,"[319398250, 484948062, 154683398]",high,0.1,10.0,,True,medium,0.01,100.0,,True
5583931,primary,2,Ausoniusstraße,True,False,15.888664289221468,50.0,1.143983828823946,50,,"LINESTRING (6.6330751 49.7620607, 6.6331326 49.7620133, 6.6332138 49.7619494)",,,,,,5583931,,,,,False,,,,,False
"[335575298, 10134703]",primary,"['2', '3']",Katharinenufer,True,False,380.1905982314195,50.0,27.373723072662205,50,B 49,"LINESTRING (6.6330751 49.7620607, 6.6330124 49.7618654, 6.6328866 49.7614179, 6.6328472 49.7613421, 6.6327741 49.7612065, 6.6326284 49.760977, 6.6325469 49.7608321, 6.6320806 49.7600092, 6.6318515 49.7596673, 6.6313298 49.7589614, 6.6312572 49.7588641)",,,,,,"[335575298, 10134703]",,,,,False,medium,0.01,100.0,,True
325094914,residential,,Böhmerstraße,True,False,55.36079596416895,50.0,3.9859773094201647,50,,"LINESTRING (6.6337838 49.7579807, 6.6339537 49.7578925, 6.6340048 49.7578752, 6.6344405 49.7577234)",,,,,,325094914,,,,,False,,,,,False
325094915,residential,2,Böhmerstraße,False,False,89.84284995401175,50.0,6.468685196688847,50,,"LINESTRING (6.6337838 49.7579807, 6.6329293 49.758286, 6.6328327 49.7583205, 6.6326899 49.7583724)",,,,,,325094915,,,,,False,,,,,False
845623761,residential,1,,True,False,9.878141865371685,50.0,0.7112262143067613,50,,"LINESTRING (6.6347606 49.7577494, 6.6347154 49.7576655)",,,,,,845623761,,,,,False,,,,,False
319420041,residential,1,Böhmerstraße,True,False,74.98788214397632,50.0,5.399127514366295,50,,"LINESTRING (6.6347606 49.7577494, 6.6346733 49.7577658, 6.6344199 49.7578069, 6.6342189 49.7578494, 6.6337838 49.7579807)",,,,,,319420041,,,,,False,,,,,False
"[5583936, 404617490]",residential,"['4', '2']",Margaretengäßchen,True,False,53.99217551312823,50.0,3.8874366369452327,50,,"LINESTRING (6.6422994 49.7594362, 6.6420896 49.759195, 6.6419368 49.7590109)",,,,,,"[5583936, 404617490]",,,,,False,,,,,False
"[904660073, 148821019, 315151285]",tertiary,"['1', '3']",Spitzmühle,True,False,142.0477378795582,40.0,12.78429640916024,"['30', '50']",,"LINESTRING (6.6433562 49.747076, 6.6433677 49.747126, 6.6433722 49.747173, 6.643357 49.7472619, 6.6433395 49.7473247, 6.64331 49.7473823, 6.6431843 49.7475893, 6.6430453 49.7478247, 6.6430293 49.7478606, 6.6430175 49.7479041, 6.6430194 49.7479367, 6.6430257 49.7479652, 6.6430344 49.7479924, 6.6430473 49.7480223, 6.6430713 49.7480647, 6.6431008 49.7481089, 6.6431264 49.7481386, 6.6431481 49.7481609, 6.643173 49.7481808, 6.6432835 49.7482653)",,,,,,"[904660073, 148821019, 315151285]",,,,,False,,,,,False
"[904660067, 904660075, 904660076, 904660081, 904660083]",tertiary,"['4', '3']",Spitzmühle,False,True,183.01490180709098,40.0,16.471341162638186,"['30', '50']",,"LINESTRING (6.6433562 49.747076, 6.6433785 49.7469502, 6.6434062 49.7467991, 6.6434284 49.7466407, 6.6434457 49.7464526, 6.643451 49.7463418, 6.6434569 49.746196, 6.6434606 49.7461598, 6.6434656 49.746134, 6.643473 49.7461, 6.6434864 49.7460603, 6.6435001 49.7460224, 6.6435199 49.7459802, 6.6435471 49.7459347, 6.6435833 49.7458851, 6.6436416 49.7458103, 6.6437208 49.7457326, 6.6437674 49.7456912, 6.6438285 49.7456429, 6.6438628 49.7456186, 6.643875 49.7456099, 6.6439397 49.7455683, 6.6439923 49.7455387)",,,,,,"[904660067, 904660075, 904660076, 904660081, 904660083]",,,,,False,,,,,False
6117553,residential,,Mariahof,False,False,25.42761414618964,33.612927756653995,2.723339412412881,,,"LINESTRING (6.6553454 49.7265163, 6.6550162 49.7264326)",,,,,,6117553,,,,,False,,,,,False
"[346620504, 6117553, 160263719]",residential,,Mariahof,False,True,122.35019717114959,30.0,14.68202366053795,30,,"LINESTRING (6.6553454 49.7265163, 6.6556609 49.7265812, 6.6556881 49.7265712, 6.6557227 49.7265432, 6.6558475 49.7263227, 6.6558946 49.7262395, 6.6559345 49.7261117, 6.6560358 49.725787, 6.6560464 49.7257423)",,,,,,"[346620504, 6117553, 160263719]",,,,,False,,,,,False
180254517,residential,,Oswald-von-Nell-Breuning-Allee,False,False,33.54399858609099,33.612927756653995,3.5926175721489275,,,"LINESTRING (6.6553454 49.7265163, 6.6552451 49.7265625, 6.6550829 49.7266458, 6.6549704 49.7266956)",,,,,,180254517,,,,,False,,,,,False
355751352,primary,2,,True,False,44.68907142476852,50.0,3.2176131425833336,50,B 49,"LINESTRING (6.6213451 49.740297, 6.6215932 49.7401389, 6.6218015 49.7400244)",,,,,,355751352,,,,,False,medium,0.01,100.0,,True
27513502,primary_link,1,,True,False,22.27835014727162,50.0,1.6040412106035569,50,,"LINESTRING (6.6190253 49.7410641, 6.6189763 49.7409789, 6.6189615 49.7409304, 6.6189555 49.7408705)",,,,,,27513502,,,,,False,,,,,False
"[6073477, 492796223]",primary,2,Luxemburger Straße,True,False,57.0608637544116,50.0,4.108382190317635,50,"['B 51', 'B 49']","LINESTRING (6.6190253 49.7410641, 6.6188043 49.7408965, 6.6187649 49.7408667, 6.6185981 49.7407457, 6.6185098 49.7406739)",,,,,,"[6073477, 492796223]",,,,,False,,,,,False
329159834,primary,2,Luxemburger Straße,True,False,19.299833243794133,50.0,1.3895879935531776,50,B 49,"LINESTRING (6.6174015 49.7396357, 6.6175798 49.7397655)",,,,,,329159834,,,,,False,medium,0.01,100.0,,True
329159830,unclassified,,Luxemburger Straße,True,False,19.913493747609298,50.0,1.4337715498278696,50,,"LINESTRING (6.6174015 49.7396357, 6.617489 49.7396003, 6.6176499 49.7395577)",,,,,,329159830,,,,,False,medium,0.01,100.0,,True
"[343201280, 343201290]",primary,"['2', '3']",Luxemburger Straße,True,False,234.73891956635086,60.0,14.084335173981051,"['70', '50']",B 49,"LINESTRING (6.6114691 49.7352129, 6.6120172 49.7358404, 6.6122839 49.7361112, 6.6125071 49.7363083, 6.6126898 49.736465, 6.6129847 49.7366727, 6.6133327 49.7368817, 6.6133781 49.736909)",,,,,,"[343201280, 343201290]",,,,,False,,,,,False
1006243743,unclassified,,Luxemburger Straße,True,False,11.231914784370392,47.53488372093023,0.8506362077399886,,,"LINESTRING (6.6114691 49.7352129, 6.6115024 49.7351969, 6.6115279 49.7351899, 6.6115587 49.7351843, 6.6115882 49.735183, 6.611613 49.7351869)",,,,,,1006243743,,,,,False,,,,,False
24699153,tertiary,2,Kantstraße,False,False,120.37402578040957,50.0,8.666929856189489,50,K 2,"LINESTRING (6.5815172 49.7192224, 6.5814401 49.7193038, 6.5813043 49.7195021, 6.5812603 49.719563, 6.5811107 49.7197703, 6.581079 49.7198142, 6.5809997 49.7199038, 6.5809607 49.7199479, 6.5809254 49.7199878, 6.5808875 49.7200129, 6.5808184 49.7200622, 6.5806895 49.7201543)",,,,,,24699153,,,,,False,,,,,False
"[48963484, 739662239]",primary,"['2', '3']",Zewener Straße,False,False,399.75168971782017,50.0,28.782121659683053,50,B 49,"LINESTRING (6.5815172 49.7192224, 6.5816862 49.7192938, 6.5816871 49.7192942, 6.5817332 49.7193124, 6.5820856 49.7194519, 6.5824444 49.7195807, 6.5828235 49.7197167, 6.5837714 49.7200686, 6.5838092 49.7200824, 6.5851455 49.7205698, 6.5852935 49.7206237, 6.5859449 49.7208613, 6.5860592 49.7209027, 6.5863443 49.7210061)",,,,,,"[48963484, 739662239]",,,,,False,,,,,False
"[739662234, 739662235]",primary,3,Wasserbilliger Straße,False,True,24.817580177530424,50.0,1.7868657727821906,50,B 49,"LINESTRING (6.5815172 49.7192224, 6.5813715 49.7191465, 6.581247 49.7190835)",,,,,,"[739662234, 739662235]",,,,,False,,,,,False
1369394807,secondary,3,Riesling-Weinstraße,False,False,12.659488082110466,50.0,0.9114831419119536,50,L 143,"LINESTRING (6.66755 49.7435677, 6.6673997 49.7436271)",,,,,,1369394807,,,,,False,,,,,False
"[1369394808, 1467699070, 10565647]",secondary,"['2', '3']",Riesling-Weinstraße,False,True,191.9070745368044,50.0,13.817309366649917,50,L 143,"LINESTRING (6.66755 49.7435677, 6.6677433 49.7434868, 6.6678013 49.7434605, 6.6678935 49.7434204, 6.6679907 49.7433738, 6.6681396 49.7433028, 6.6682875 49.743223, 6.6684645 49.7431247, 6.6686359 49.7430252, 6.668782 49.7429347, 6.6689172 49.7428453, 6.6689868 49.7427904, 6.6691311 49.7426633, 6.6694038 49.7423574)",,,,,,"[1369394808, 1467699070, 10565647]",,,,,False,,,,,False
1342727834,residential,,Brettenbach,True,False,23.286603800331605,30.0,2.794392456039793,30,,"LINESTRING (6.66755 49.7435677, 6.6676135 49.7436163, 6.6676249 49.7436304, 6.667635 49.7436462, 6.6676482 49.7436777, 6.6676538 49.7436965, 6.6676556 49.7437156, 6.6676447 49.7437569)",,,,,,1342727834,,,,,False,,,,,False
547209822,secondary,,Gustav-Heinemann-Straße,False,False,10.857270657989574,50.0,0.7817234873752493,50,,"LINESTRING (6.6855911 49.7432971, 6.6854974 49.7432205)",,,,,,547209822,,,,,False,,,,,False
383652980,secondary,,Gustav-Heinemann-Straße,False,True,34.72776777529072,50.0,2.500399279820932,50,,"LINESTRING (6.6855911 49.7432971, 6.685686 49.7433748, 6.685912 49.7435303)",,,,,,383652980,,,,,False,,,,,False
