u,v,key,osmid,highway,lanes,name,oneway,reversed,length,speed_kph,travel_time,maxspeed,ref,geometry,width,bridge,junction,access,tunnel,elevation_avg,dist_to_river_avg,qualitativeLikelihood_high,probabilityOfOccurrence_high,returnPeriod_high,magnitudeOrIntensity_high,flooded_high,qualitativeLikelihood_medium,probabilityOfOccurrence_medium,returnPeriod_medium,magnitudeOrIntensity_medium,flooded_medium,not_flooded,cell_id,rain_3d,rain_7d,soil_moistutre
9348725431,9348725413,0,"[1013317099, 334531460]",residential,,Herresthal,False,True,91.83579892915611,33.595391008689084,9.840899784719088,,,"LINESTRING (6.5650939 49.7434907, 6.5650144 49.7430995, 6.5649028 49.7427978, 6.5648604 49.7426798)",,,,,,360.0,0.0373207366772422,,,,,0,,,,,0,1,cell_1_4,94.10000610351562,94.10000610351562,
9400956266,78260103,0,"[8604285, 184023742, 451189919]",residential,,"['Riverisstraße', 'Am Grüneberg']",False,False,1717.9576845380957,30.0,206.1549221445715,30,,"LINESTRING (6.699734 49.7787579, 6.6996165 49.7786556, 6.6986092 49.7779054, 6.6980483 49.7775026, 6.6975771 49.7772777, 6.6971245 49.7770136, 6.6970163 49.7769485, 6.6968941 49.7768563, 6.6966916 49.7766358, 6.6964082 49.7763877, 6.6961504 49.7762664, 6.6957548 49.7761192, 6.6953444 49.7760084, 6.6952194 49.7759673, 6.6951328 49.7759181, 6.6950966 49.7758757, 6.6948803 49.7757676, 6.6941669 49.7754585, 6.6937806 49.77529, 6.6934252 49.775138, 6.6926253 49.774805, 6.6924313 49.7747161, 6.6922186 49.7746324, 6.691828 49.7744962, 6.6912465 49.7742904, 6.690766 49.7741422, 6.6902963 49.7739784, 6.6897228 49.7738004, 6.6892405 49.7736779, 6.6881498 49.773334, 6.6870725 49.7730014, 6.6862102 49.7727043, 6.6857827 49.7724945, 6.6852961 49.7722981, 6.6845523 49.7719939, 6.6841053 49.7718056, 6.6837054 49.7715894, 6.683779 49.7714633, 6.683751 49.7714266, 6.6836746 49.7713755, 6.6835723 49.7713359, 6.6833597 49.7712765, 6.6832995 49.7712531, 6.6829123 49.7710958, 6.6826575 49.770985, 6.6826113 49.7709615, 6.6824051 49.7708321, 6.6822899 49.770776, 6.6821855 49.7707321, 6.6821484 49.7707197, 6.6820141 49.770667, 6.6819104 49.7706234, 6.6815096 49.7704965, 6.6813907 49.7704545, 6.6812637 49.7704129, 6.6809932 49.7703316, 6.6806309 49.7701967, 6.6804374 49.7701247)",2.5,,,,,137.5,0.004383003282445736,,,,,0,medium,0.01,100.0,,1,0,cell_15_7,78.69999694824219,78.69999694824219,
9400956266,1635678540,0,24725133,secondary,2,Ruwerer Straße,False,False,1146.5529899440498,50.0,82.55181527597159,50,L 145,"LINESTRING (6.699734 49.7787579, 6.6996592 49.7787458, 6.6995513 49.7787345, 6.6993555 49.7787181, 6.6992904 49.7787103, 6.6992086 49.778696, 6.6991221 49.7786774, 6.6990235 49.7786518, 6.6989125 49.7786173, 6.6986188 49.7785257, 6.6983355 49.7784329, 6.6978832 49.7782783, 6.6969524 49.7779559, 6.6962084 49.7776982, 6.6947664 49.777217, 6.6946821 49.7771889, 6.6941749 49.777056, 6.6941052 49.777047, 6.6935147 49.7769704, 6.6928901 49.7768895, 6.6925036 49.7768394, 6.6904645 49.7765682, 6.6900153 49.7765071, 6.6897161 49.7764743, 6.689521 49.776453, 6.6886049 49.7763586, 6.6877388 49.7762957, 6.6858492 49.7761544, 6.6854607 49.7761073, 6.6849283 49.7760428, 6.6845251 49.7760174)",,,,,,133.0,0.0016891349705848643,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_15_8,74.4000015258789,74.4000015258789,
9400956266,201402022,0,"[723582528, 31364346, 468406355]",secondary,"['2', '3']",Ruwerer Straße,False,True,733.4046245146002,50.0,52.805132965051214,50,L 145,"LINESTRING (6.699734 49.7787579, 6.6998443 49.7787843, 6.6999435 49.7788211, 6.7000555 49.7788796, 6.7001993 49.7789715, 6.7016396 49.779847, 6.7021437 49.7801689, 6.7034845 49.7810252, 6.7044455 49.7816688, 6.704743 49.7818305, 6.7050476 49.7819742, 6.705327 49.7820776, 6.7059673 49.7822543, 6.7062033 49.7823057, 6.7062813 49.7823155, 6.706956 49.7823967, 6.7070182 49.7824059, 6.7070929 49.7824148, 6.7072676 49.7824399, 6.7074053 49.7824763, 6.7074652 49.7824972, 6.7075372 49.7825344, 6.7076311 49.7826013, 6.7076996 49.7826583)",,,,,,134.0,0.0014484912028038192,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_16_8,74.4000015258789,74.4000015258789,
9437386412,20833958,0,"[43950568, 823710349]",residential,2,Behringstraße,False,True,81.70149355395525,50.0,5.882507535884778,50,,"LINESTRING (6.6764798 49.7511374, 6.6765184 49.7511079, 6.6765499 49.7510825, 6.6765672 49.7510443, 6.6765795 49.7510049, 6.6766032 49.750925, 6.6766216 49.7508237, 6.6766377 49.7507252, 6.6766425 49.7506817, 6.6766525 49.7505561, 6.6766552 49.7504243)",,,,,,252.0,0.025472726948339665,,,,,0,,,,,0,1,cell_13_5,78.69999694824219,78.69999694824219,
9437386412,9437386412,0,"[1376051960, 1023357098, 158482807]",residential,,Behringstraße,False,True,51.6488392426799,50.0,3.718716425472953,50,,"LINESTRING (6.6764798 49.7511374, 6.6764787 49.7511294, 6.6764744 49.7511212, 6.6764676 49.7511124, 6.6764603 49.7511042, 6.6764512 49.7510958, 6.6764356 49.7510874, 6.6764168 49.7510796, 6.6764051 49.7510768, 6.6763918 49.7510741, 6.6763738 49.751073, 6.676355 49.751073, 6.6763278 49.7510772, 6.6763092 49.7510836, 6.6762935 49.7510902, 6.676282 49.7510979, 6.6762727 49.7511053, 6.6762622 49.7511188, 6.6762552 49.7511328, 6.6762534 49.7511524, 6.6762596 49.7511715, 6.6762738 49.7511895, 6.6762958 49.7512047, 6.6763201 49.7512145, 6.6763334 49.7512176, 6.6763507 49.7512204, 6.6763729 49.7512211, 6.6763954 49.751219, 6.676426 49.7512104, 6.6764536 49.7511963, 6.6764707 49.7511799, 6.6764796 49.751164, 6.6764798 49.7511374)",5.8,,,,,251.0,0.025105995165502663,,,,,0,,,,,0,1,cell_13_5,78.69999694824219,78.69999694824219,
9437386412,9437386412,1,"[1376051960, 1023357098, 158482807]",residential,,Behringstraße,False,False,51.64883924267989,50.0,3.7187164254729526,50,,"LINESTRING (6.6764798 49.7511374, 6.6764796 49.751164, 6.6764707 49.7511799, 6.6764536 49.7511963, 6.676426 49.7512104, 6.6763954 49.751219, 6.6763729 49.7512211, 6.6763507 49.7512204, 6.6763334 49.7512176, 6.6763201 49.7512145, 6.6762958 49.7512047, 6.6762738 49.7511895, 6.6762596 49.7511715, 6.6762534 49.7511524, 6.6762552 49.7511328, 6.6762622 49.7511188, 6.6762727 49.7511053, 6.676282 49.7510979, 6.6762935 49.7510902, 6.6763092 49.7510836, 6.6763278 49.7510772, 6.676355 49.751073, 6.6763738 49.751073, 6.6763918 49.7510741, 6.6764051 49.7510768, 6.6764168 49.7510796, 6.6764356 49.7510874, 6.6764512 49.7510958, 6.6764603 49.7511042, 6.6764676 49.7511124, 6.6764744 49.7511212, 6.6764787 49.7511294, 6.6764798 49.7511374)",5.8,,,,,251.0,0.025105995165502663,,,,,0,,,,,0,1,cell_13_5,78.69999694824219,78.69999694824219,
9439977299,9439977300,0,1023671375,residential,2,Hirschkäferweg,False,True,20.975540823982417,30.0,2.5170648988778903,30,,"LINESTRING (6.6309368 49.7175306, 6.6308123 49.71736)",,,,,,254.5,0.013488151532847013,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977300,9439977299,0,1023671375,residential,2,Hirschkäferweg,False,False,20.975540823982417,30.0,2.5170648988778903,30,,"LINESTRING (6.6308123 49.71736, 6.6309368 49.7175306)",,,,,,254.5,0.013488151532847013,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977300,9439977309,0,1023671376,residential,2,Hirschkäferweg,False,False,99.86938401449166,30.0,11.984326081738999,30,,"LINESTRING (6.6308123 49.71736, 6.6320668 49.7169743)",,,,,,254.5,0.014101913262749531,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977300,9439977311,0,1023671376,residential,2,Hirschkäferweg,False,True,144.3862845840473,30.0,17.326354150085677,30,,"LINESTRING (6.6308123 49.71736, 6.6304815 49.716913, 6.6315055 49.7164587)",,,,,,255.5,0.014053063686889309,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977302,9439977303,0,1023671377,residential,2,Kleiberweg,False,True,16.533334328923136,30.0,1.9840001194707764,30,,"LINESTRING (6.6302836 49.7163183, 6.6303737 49.7164551)",,,,,,255.5,0.013802922358235376,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977302,9439977304,0,1023671378,residential,2,Kleiberweg,False,False,15.352771441733545,30.0,1.8423325730080253,30,,"LINESTRING (6.6302836 49.7163183, 6.6300912 49.7163782)",,,,,,251.5,0.013730693344552633,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977302,9439977313,0,1023671378,residential,2,Kleiberweg,False,True,66.52017442149602,30.0,7.982420930579522,30,,"LINESTRING (6.6302836 49.7163183, 6.6311171 49.7160586)",,,,,,256.5,0.014207615034925148,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977303,9439977302,0,1023671377,residential,2,Kleiberweg,False,False,16.533334328923136,30.0,1.9840001194707764,30,,"LINESTRING (6.6303737 49.7164551, 6.6302836 49.7163183)",,,,,,255.5,0.013802922358235376,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977304,9439977302,0,1023671378,residential,2,Kleiberweg,False,True,15.352771441733545,30.0,1.8423325730080253,30,,"LINESTRING (6.6300912 49.7163782, 6.6302836 49.7163183)",,,,,,251.5,0.013730693344552633,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977306,9439977307,0,1023671374,residential,,Eisvogelweg,False,True,235.82386432940632,30.0,28.29886371952876,30,,"LINESTRING (6.6325593 49.7181879, 6.6313289 49.718278, 6.6311914 49.717795, 6.6324273 49.7175739)",,,,,,250.0,0.014479485128021401,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977306,9439977307,1,1147469564,residential,2,Am Mattheiser Wald,False,True,68.93556217014974,50.0,4.963360476250781,50,,"LINESTRING (6.6325593 49.7181879, 6.6324727 49.7177592, 6.6324273 49.7175739)",,,,,,250.0,0.014479485128021401,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977306,10095540114,0,"[825368740, 1147469564]",residential,2,Am Mattheiser Wald,False,False,116.29326138887849,50.0,8.373114819999252,50,,"LINESTRING (6.6325593 49.7181879, 6.6325965 49.7183453, 6.6326538 49.7184661, 6.6328749 49.7187898, 6.6329312 49.7189129, 6.6329044 49.7191904)",3.4,,,,,248.0,0.014164615196713682,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977307,9439977306,0,1023671374,residential,,Eisvogelweg,False,False,235.82386432940632,30.0,28.29886371952876,30,,"LINESTRING (6.6324273 49.7175739, 6.6311914 49.717795, 6.6313289 49.718278, 6.6325593 49.7181879)",,,,,,250.0,0.014479485128021401,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977307,9439977306,1,1147469564,residential,2,Am Mattheiser Wald,False,False,68.93556217014974,50.0,4.963360476250781,50,,"LINESTRING (6.6324273 49.7175739, 6.6324727 49.7177592, 6.6325593 49.7181879)",,,,,,250.0,0.014479485128021401,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977307,9439977309,0,1147469564,residential,2,Am Mattheiser Wald,False,True,71.57142673079463,50.0,5.153142724617213,50,,"LINESTRING (6.6324273 49.7175739, 6.6322935 49.7173227, 6.6320668 49.7169743)",,,,,,253.0,0.014663281855471503,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977309,9439977300,0,1023671376,residential,2,Hirschkäferweg,False,True,99.86938401449166,30.0,11.984326081738999,30,,"LINESTRING (6.6320668 49.7169743, 6.6308123 49.71736)",,,,,,254.5,0.014101913262749531,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977309,9439977307,0,1147469564,residential,2,Am Mattheiser Wald,False,False,71.57142673079463,50.0,5.153142724617213,50,,"LINESTRING (6.6320668 49.7169743, 6.6322935 49.7173227, 6.6324273 49.7175739)",,,,,,253.0,0.014663281855471503,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977309,13191088126,0,"[1023671379, 1147469564]",residential,2,Am Mattheiser Wald,False,True,63.10461563074379,40.0,5.679415406766942,"['50', '30']",,"LINESTRING (6.6320668 49.7169743, 6.631968 49.716848, 6.6319088 49.7167724, 6.6315714 49.71651)",,,,,,256.0,0.014667105482678092,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977311,13191088126,0,1023671379,residential,2,Am Mattheiser Wald,False,False,7.415316239990776,30.0,0.8898379487988932,30,,"LINESTRING (6.6315055 49.7164587, 6.6315714 49.71651)",,,,,,257.0,0.01461825590681787,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977311,9439977300,0,1023671376,residential,2,Hirschkäferweg,False,False,144.3862845840473,30.0,17.326354150085677,30,,"LINESTRING (6.6315055 49.7164587, 6.6304815 49.716913, 6.6308123 49.71736)",,,,,,255.5,0.014053063686889309,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977311,9439977313,0,1023671379,residential,2,Am Mattheiser Wald,False,True,52.70413217285639,30.0,6.324495860742767,30,,"LINESTRING (6.6315055 49.7164587, 6.6312881 49.7162713, 6.6311171 49.7160586)",,,,,,257.5,0.01460313655405246,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977313,9439977302,0,1023671378,residential,2,Kleiberweg,False,False,66.52017442149602,30.0,7.982420930579522,30,,"LINESTRING (6.6311171 49.7160586, 6.6302836 49.7163183)",,,,,,256.5,0.014207615034925148,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977313,9439977311,0,1023671379,residential,2,Am Mattheiser Wald,False,False,52.70413217285639,30.0,6.324495860742767,30,,"LINESTRING (6.6311171 49.7160586, 6.6312881 49.7162713, 6.6315055 49.7164587)",,,,,,257.5,0.01460313655405246,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9439977313,9604788301,0,"[1147469561, 1023671379]",residential,2,Am Mattheiser Wald,False,True,64.52770368071664,30.0,7.743324441685997,30,,"LINESTRING (6.6311171 49.7160586, 6.6310125 49.7158685, 6.6308746 49.7156533, 6.6308739 49.7155723, 6.6308505 49.7155095)",,,,,,256.0,0.014694963434369424,,,,,0,,,,,0,1,cell_8_1,78.69999694824219,78.69999694824219,
9513937746,9513937760,0,22923464,residential,,Bachstraße,False,False,24.104916304880913,33.595391008689084,2.5830239235830645,,,"LINESTRING (6.6455144 49.7640352, 6.6455162 49.7640454, 6.6455157 49.7640557, 6.645513 49.7640659, 6.645508 49.7640757, 6.6455009 49.764085, 6.6454919 49.7640935, 6.6454811 49.7641011, 6.6454687 49.7641076, 6.645455 49.764113, 6.6454403 49.764117, 6.6454248 49.7641196, 6.6454089 49.7641208, 6.645393 49.7641205, 6.6453772 49.7641187, 6.645362 49.7641155, 6.6453477 49.7641109, 6.6453345 49.7641051, 6.6453227 49.7640981, 6.6453126 49.7640902, 6.6453043 49.7640813, 6.6452981 49.7640718)",,,,,,133.0,0.007189893835579686,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937746,9513937760,1,22923464,residential,,Bachstraße,False,True,26.458379033772015,33.595391008689084,2.835215238213594,,,"LINESTRING (6.6455144 49.7640352, 6.6455104 49.7640252, 6.6455042 49.7640157, 6.645496 49.7640068, 6.6454859 49.7639988, 6.6454742 49.7639918, 6.645461 49.7639859, 6.6454467 49.7639814, 6.6454315 49.7639781, 6.6454158 49.7639763, 6.6453998 49.763976, 6.6453839 49.7639771, 6.6453684 49.7639797, 6.6453537 49.7639837, 6.64534 49.763989, 6.6453275 49.7639955, 6.6453167 49.7640031, 6.6453076 49.7640116, 6.6453005 49.7640208, 6.6452955 49.7640306, 6.6452927 49.7640408, 6.6452921 49.7640511, 6.6452939 49.7640614, 6.6452981 49.7640718)",,,,,,133.0,0.007189893835579686,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937746,3702183957,0,"[1032583722, 366234171]","['living_street', 'residential']",,Benediktinerstraße,False,True,195.40426927501795,50.0,14.069107387801292,50,,"LINESTRING (6.6455144 49.7640352, 6.6455343 49.7640811, 6.6455771 49.76418, 6.645588 49.7642033, 6.6456297 49.7642926, 6.6457449 49.7645406, 6.6457989 49.7646699, 6.6458181 49.764715, 6.6458797 49.7649206, 6.6458948 49.7649708, 6.6458988 49.7650031, 6.6459062 49.7650342, 6.6458933 49.7652533, 6.6456761 49.7656676, 6.645642 49.7657326)",,,,,,132.5,0.006451947197637838,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937746,246828548,0,"[22958184, 1032583723, 1032583724, 44503494]",residential,,"['Maarstraße', 'Benediktinerstraße']",False,"[False, True]",307.6748341303886,30.0,36.920980095646634,30,,"LINESTRING (6.6455144 49.7640352, 6.6454924 49.7638962, 6.6454683 49.7638092, 6.6453816 49.7634416, 6.6453739 49.7634112, 6.6453383 49.7632705, 6.6453266 49.7632243, 6.6452814 49.762963, 6.6452294 49.7628407, 6.6452129 49.7628081, 6.6451818 49.7627675, 6.645137 49.7627227, 6.6450427 49.7626541, 6.6449514 49.7627034, 6.6448642 49.7627669, 6.6448103 49.7628118, 6.6446709 49.7629393, 6.6446437 49.7629642, 6.6446109 49.7630314, 6.6442709 49.7633186, 6.6441894 49.7633802, 6.6439832 49.7635361, 6.6438041 49.7637104)",,,,,,131.5,0.007104037792219705,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937760,9513937746,0,22923464,residential,,Bachstraße,False,False,26.458379033772008,33.595391008689084,2.835215238213593,,,"LINESTRING (6.6452981 49.7640718, 6.6452939 49.7640614, 6.6452921 49.7640511, 6.6452927 49.7640408, 6.6452955 49.7640306, 6.6453005 49.7640208, 6.6453076 49.7640116, 6.6453167 49.7640031, 6.6453275 49.7639955, 6.64534 49.763989, 6.6453537 49.7639837, 6.6453684 49.7639797, 6.6453839 49.7639771, 6.6453998 49.763976, 6.6454158 49.7639763, 6.6454315 49.7639781, 6.6454467 49.7639814, 6.645461 49.7639859, 6.6454742 49.7639918, 6.6454859 49.7639988, 6.645496 49.7640068, 6.6455042 49.7640157, 6.6455104 49.7640252, 6.6455144 49.7640352)",,,,,,133.0,0.007189893835579686,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937760,9513937746,1,22923464,residential,,Bachstraße,False,True,24.104916304880913,33.595391008689084,2.5830239235830645,,,"LINESTRING (6.6452981 49.7640718, 6.6453043 49.7640813, 6.6453126 49.7640902, 6.6453227 49.7640981, 6.6453345 49.7641051, 6.6453477 49.7641109, 6.645362 49.7641155, 6.6453772 49.7641187, 6.645393 49.7641205, 6.6454089 49.7641208, 6.6454248 49.7641196, 6.6454403 49.764117, 6.645455 49.764113, 6.6454687 49.7641076, 6.6454811 49.7641011, 6.6454919 49.7640935, 6.6455009 49.764085, 6.645508 49.7640757, 6.645513 49.7640659, 6.6455157 49.7640557, 6.6455162 49.7640454, 6.6455144 49.7640352)",,,,,,133.0,0.007189893835579686,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9513937760,4060225101,0,27094098,residential,,Bachstraße,False,False,124.03356162536235,33.595391008689084,13.2911333502806,,,"LINESTRING (6.6452981 49.7640718, 6.6452707 49.7640816, 6.6452412 49.764099, 6.6452147 49.7641147, 6.6451852 49.7641385, 6.6447112 49.7645448, 6.6443093 49.7648893, 6.6442389 49.7649497)",,,,,,132.5,0.006558347383780363,,,,,0,medium,0.01,100.0,,1,0,cell_10_6,74.4000015258789,74.4000015258789,
9514004946,9514004957,0,"[1032591272, 1032591275]",unclassified,,Diedenhofener Straße,True,False,29.25530470382201,50.0,2.106381938675185,50,,"LINESTRING (6.616895 49.7274892, 6.616899 49.7274533, 6.6169124 49.7274212, 6.6169292 49.7274012, 6.6169392 49.727395, 6.6169513 49.7273904, 6.6169902 49.7273791, 6.6170177 49.7273774, 6.6170505 49.72738, 6.6170794 49.7273861, 6.6171022 49.7273978, 6.6171196 49.7274177, 6.617133 49.7274411)",,,,,,132.0,0.0032788372414590873,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004946,9514004962,0,1307444273,unclassified,,Diedenhofener Straße,False,True,12.971840270475944,47.53488372093023,0.9824074725389805,,,"LINESTRING (6.616895 49.7274892, 6.6169251 49.7275204, 6.6169761 49.7275456, 6.6170338 49.7275547)",,,,,,132.5,0.0033529095509993523,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004957,3344476369,0,"[174496203, 173114887]","['unclassified', 'residential']",,An der Staustufe,False,True,214.64909440366216,10.0,77.27367398531838,10,,"LINESTRING (6.617133 49.7274411, 6.6172054 49.7274069, 6.6173967 49.7273082, 6.6175114 49.7272469, 6.6180619 49.7269172, 6.6180851 49.7269033, 6.6181618 49.7268644, 6.6183989 49.7267073, 6.6184276 49.726696, 6.6184389 49.7266916, 6.6184901 49.72669, 6.6185703 49.7266881, 6.6186374 49.726695, 6.6186832 49.7267125, 6.6189512 49.7270401, 6.6190343 49.7271007, 6.619096 49.7271216, 6.6193079 49.7271493)",,,,,,132.5,0.0022242582528065476,,,,,0,medium,0.01,100.0,,1,0,cell_7_2,94.10000610351562,94.10000610351562,
9514004957,9514004962,0,1032591270,unclassified,,Diedenhofener Straße,True,False,15.429254337442643,50.0,1.1109063122958704,50,,"LINESTRING (6.617133 49.7274411, 6.6171337 49.7274676, 6.617125 49.7274923, 6.6171062 49.7275122, 6.6170794 49.7275326, 6.6170338 49.7275547)",,,,,,132.5,0.0032443963719447876,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004962,4523614211,0,1307444272,unclassified,,Diedenhofener Straße,True,False,15.224906441134838,50.0,1.0961932637617084,50,,"LINESTRING (6.6170338 49.7275547, 6.6168504 49.7276232)",,,,,,133.0,0.0034117794272826665,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004962,9514004946,0,1307444273,unclassified,,Diedenhofener Straße,False,False,12.971840270475944,47.53488372093023,0.9824074725389805,,,"LINESTRING (6.6170338 49.7275547, 6.6169761 49.7275456, 6.6169251 49.7275204, 6.616895 49.7274892)",,,,,,132.5,0.0033529095509993523,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004969,9514004975,0,1032591279,unclassified,,Diedenhofener Straße,True,False,14.068828143525698,50.0,1.0129556263338504,50,,"LINESTRING (6.6149913 49.7285399, 6.6149591 49.7284151)",,,,,,132.0,0.005490541839472075,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004974,202334947,0,1032591276,unclassified,,Diedenhofener Straße,False,False,32.54692992382695,50.0,2.343378954515541,50,,"LINESTRING (6.6148865 49.7288287, 6.6152399 49.7286457)",,,,,,132.5,0.0055979893732050635,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004974,210807449,0,1032591281,unclassified,,Diedenhofener Straße,False,True,32.636527209389854,50.0,2.3498299590760694,50,,"LINESTRING (6.6148865 49.7288287, 6.614509 49.7289918)",,,,,,132.0,0.00598700118029987,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004974,9514004969,0,1032591279,unclassified,,Diedenhofener Straße,True,False,33.42689503492093,50.0,2.4067364425143074,50,,"LINESTRING (6.6148865 49.7288287, 6.6149396 49.7287549, 6.6149651 49.7286986, 6.6149819 49.7286427, 6.6149953 49.7285932, 6.6149913 49.7285399)",,,,,,132.0,0.005656571872935059,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004975,202334947,0,1032591277,unclassified,,Diedenhofener Straße,True,False,32.632098132500076,50.0,2.349511065540006,50,,"LINESTRING (6.6149591 49.7284151, 6.6150932 49.7285252, 6.6151454 49.7285681, 6.6152399 49.7286457)",,,,,,132.5,0.00543195933974208,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514004975,208539670,0,1032591280,unclassified,,Diedenhofener Straße,False,False,110.85974134164086,50.0,7.981901376598142,50,,"LINESTRING (6.6149591 49.7284151, 6.6148288 49.7283067, 6.6141822 49.7277691, 6.6140076 49.7276305)",,,,,,132.5,0.005528891789129525,,,,,0,medium,0.01,100.0,,1,0,cell_6_2,94.10000610351562,94.10000610351562,
9514094942,285607044,0,1032602650,residential,,Oberkirch,False,False,20.098064217534283,30.0,2.411767706104114,30,,"LINESTRING (6.5863533 49.7138706, 6.5865787 49.7139775)",,,,,,134.0,0.0030230049572162673,,,,,0,medium,0.01,100.0,,1,0,cell_3_1,94.10000610351562,94.10000610351562,
9514094942,285607033,0,1032602652,residential,,Oberkirch,False,True,72.23157004785875,30.0,8.667788405743051,30,,"LINESTRING (6.5863533 49.7138706, 6.5862916 49.7138983, 6.5862313 49.7139109, 6.5861629 49.713923, 6.5860985 49.7139313, 6.5860368 49.7139326, 6.5859825 49.7139304, 6.5859155 49.7139243, 6.5858021 49.7139144, 6.5857113 49.7139118, 6.5856185 49.7139104, 6.5855287 49.7139115, 6.5853714 49.7139196)",,,,,,133.0,0.0031741851738344403,,,,,0,medium,0.01,100.0,,1,0,cell_3_1,94.10000610351562,94.10000610351562,
9514094942,285606976,0,"[1032602653, 1032602654, 26095063]",residential,,Oberkirch,False,True,174.67891107377613,40.0,15.721101996639852,"['50', '30']",,"LINESTRING (6.5863533 49.7138706, 6.5864526 49.7137891, 6.5867976 49.7134955, 6.5868281 49.7134687, 6.5868562 49.7134396, 6.586873 49.7134092, 6.5868837 49.7133815, 6.5868871 49.7133559, 6.5868844 49.7133251, 6.5868723 49.7132909, 6.5868594 49.7132568, 6.5868427 49.7132184, 6.5868348 49.7131888, 6.5868304 49.7131541, 6.5868336 49.7131179, 6.5868487 49.7130802, 6.586865 49.7130508, 6.5868864 49.7130165, 6.5871186 49.7128117, 6.5874096 49.7125271)",,,,,,133.0,0.0022072820111446304,high,0.1,10.0,,1,medium,0.01,100.0,,1,0,cell_3_0,94.10000610351562,94.10000610351562,
9514139742,8490028569,0,1032607785,living_street,,Eisenbahnstraße,False,True,25.4833941097817,15.553191489361701,5.898481919801728,,,"LINESTRING (6.6106694 49.7383824, 6.6108572 49.7385768)",,,,,,135.0,0.014886410133462494,,,,,0,,,,,0,1,cell_6_3,94.10000610351562,94.10000610351562,
